name	id	level	prev	n	estimate	lower	upper	se	p.value	q.value	subspecies	species	genus	family	order	class	phylum	superkingdom
Clostridia sp.	HG3A.0750	class	0.0842527582748245	8973	-0.0250892789885544	-0.0651043373509041	0.0149257793737953	0.020413430357458	0.219082923355743	0.561859952016989	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia	Firmicutes	Bacteria
Bacteria sp.	HG3A.1117	superkingdom	0.0361083249749248	8973	-0.0250685472628748	-0.0651308873528926	0.0149937928271429	0.0204375498518962	0.22000838295903	0.56350534215958	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteria
Eggerthellaceae sp.	HG3A.1912	family	0.00245179984397637	8973	-0.024959006504712	-0.0648730547395948	0.0149550417301707	0.0203617347967379	0.220316034127094	0.563566143997786	unclassified	unclassified	unclassified	Eggerthellaceae	Eggerthellales	Coriobacteriia	Actinobacteria	Bacteria
Candidatus Borkfalkiales sp.	HG3A.1628	order	0.0241836620974033	8973	0.0248618320974598	-0.0150109588909412	0.0647346230858607	0.0203405593110666	0.22163823562118	0.566218658568908	unclassified	unclassified	unclassified	unclassified	Candidatus Borkfalkiales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0701	order	0.0617407778892232	8973	-0.0249500824993103	-0.0650221210426032	0.0151219560439827	0.0204424985324283	0.222307649851726	0.567198823850483	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Parabacteroides sp.	HG3A.0776	genus	0.0716594227125822	8973	0.0249467701691334	-0.0151583808105886	0.0650519211488555	0.0204593889980593	0.222751031868961	0.567600511245042	unclassified	unclassified	Parabacteroides	Tannerellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Desulfovibrio piger	HG3A.0955	species	0.186671124484565	8973	0.0247520407590593	-0.015256911005275	0.0647609925233936	0.0204103153033242	0.225268434347699	0.573279284846388	unclassified	Desulfovibrio piger	Desulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Deltaproteobacteria	Proteobacteria	Bacteria
Eubacteriales sp.	HG3A.1440	order	0.0111445447453472	8973	0.0246908401953927	-0.0153017134906232	0.0646833938814087	0.0204019499754335	0.22622693470632	0.574934364796992	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0895	order	0.0364426613172852	8973	-0.0247476309149658	-0.0648759824992693	0.0153807206693378	0.0204712263489652	0.226734195373697	0.574934364796992	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
[Collinsella] massiliensis	HG3A.1264	species	0.0383372339239942	8973	-0.0246455816003172	-0.0646844192547717	0.0153932560541372	0.0204255614296354	0.227616590174785	0.574934364796992	unclassified	[Collinsella] massiliensis	Enorma	Coriobacteriaceae	Coriobacteriales	Coriobacteriia	Actinobacteria	Bacteria
Bacteroidia sp.	HG3A.1448	class	0.00846985400646384	8973	-0.0245896862407308	-0.06457120325566	0.0153918307741983	0.0203961960808531	0.228004791802905	0.574934364796992	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteroidia	Bacteroidetes	Bacteria
Eubacteriales sp.	HG3A.1067	order	0.112225565585646	8973	-0.0246057754044046	-0.0646370359513283	0.015425485142519	0.0204216940812627	0.228280253285004	0.574934364796992	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Bifidobacterium angulatum	HG3A.0632	species	0.0597347598350607	8973	-0.024753484068935	-0.0650393109756371	0.0155323428377671	0.0205515562343215	0.228444900400927	0.574934364796992	unclassified	Bifidobacterium angulatum	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria
Eubacteriales sp.	HG3A.1099	order	0.0384486793714477	8973	-0.0245582330585058	-0.0645294638384486	0.015412997721437	0.020391071309678	0.228481862522442	0.574934364796992	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.1881	order	0.00356625431851109	8973	0.0245586153905938	-0.0154286336335731	0.0645458644147607	0.0203992432559154	0.228661055635668	0.574934364796992	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Ruminococcus sp. AM36-2AA	HG3A.0096	species	0.942494149114009	8973	-0.0246546239943459	-0.0648043622803908	0.0154951142916989	0.0204821291085463	0.228732433599345	0.574934364796992	unclassified	Ruminococcus sp. AM36-2AA	Ruminococcus	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0480	order	0.263345592332553	8973	-0.0245713943633332	-0.0646029655121737	0.0154601767855072	0.020421854514235	0.228934530580209	0.574934364796992	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
[Ruminococcus] lactaris	HG3A.0109	species	0.632564359745904	8973	0.0246845066909458	-0.0155577103172514	0.064926723699143	0.0205293132785433	0.229239611448668	0.574934364796992	unclassified	[Ruminococcus] lactaris	Mediterraneibacter	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eggerthellales sp.	HG3A.1184	order	0.0161595898807534	8973	0.0245474863961304	-0.0154846630200444	0.0645796358123051	0.0204221481397928	0.229394466961822	0.574934364796992	unclassified	unclassified	unclassified	unclassified	Eggerthellales	Coriobacteriia	Actinobacteria	Bacteria
Burkholderiales sp.	HG3A.1104	order	0.0254095620193915	8973	0.0244141947075829	-0.0155627346230879	0.0643911240382537	0.0203939783745976	0.231288875519035	0.578562314883498	unclassified	unclassified	unclassified	unclassified	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Lactobacillus amylovorus	HG3A.1656	species	0.0429064972695865	8973	0.0243788674388864	-0.0155519023133447	0.0643096371911175	0.0203703850632168	0.231424925953399	0.578562314883498	unclassified	Lactobacillus amylovorus	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Clostridia sp.	HG3A.0885	class	0.0323191797615067	8973	-0.0243649021226725	-0.0643804165435899	0.0156506122982448	0.0204136631962204	0.232682674846646	0.58097498059194	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia	Firmicutes	Bacteria
Monoglobus pectinilyticus	HG3A.0295	species	0.242839630001114	8973	0.0244194485906803	-0.015760589420787	0.0645994866021476	0.0204975921588167	0.233555014190521	0.582420481367066	unclassified	Monoglobus pectinilyticus	Monoglobus	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Akkermansia muciniphila	HG3A.0110	species	0.767301905717151	8973	-0.0245502525765635	-0.0650266401139361	0.0159261349608091	0.0206487747964846	0.234493287601112	0.584026569495868	unclassified	Akkermansia muciniphila	Akkermansia	Akkermansiaceae	Verrucomicrobiales	Verrucomicrobiae	Verrucomicrobia	Bacteria
Enterobacter roggenkampii	HG3A.1434	species	0.027415580073554	8973	0.0243069987838562	-0.0158417207051205	0.064455718272833	0.0204816168482325	0.235349610073583	0.585424781949953	unclassified	Enterobacter roggenkampii	Enterobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
Eubacteriales sp.	HG3A.0557	order	0.099743675470857	8973	0.0242958464621831	-0.0158849138171191	0.0644766067414853	0.0204979622630822	0.235938148085205	0.586154222714808	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0578	order	0.0999665663657639	8973	-0.0241821236625625	-0.0642859716328123	0.0159217243076874	0.0204587237272236	0.237239169914748	0.58783149556508	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Lactiplantibacillus plantarum subsp. plantarum	HG3A.0597	subspecies	0.171848879973253	8973	-0.0241075278199263	-0.064107943598287	0.0158928879584344	0.0204059604791013	0.237477026908294	0.58783149556508	Lactiplantibacillus plantarum subsp. plantarum	Lactiplantibacillus plantarum	Lactiplantibacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Eggerthellaceae sp.	HG3A.1186	family	0.0209517441212526	8973	0.0240489988724466	-0.015878893523706	0.0639768912685991	0.0203689607840477	0.237766016768402	0.58783149556508	unclassified	unclassified	unclassified	Eggerthellaceae	Eggerthellales	Coriobacteriia	Actinobacteria	Bacteria
Lactococcus garvieae subsp. garvieae	HG3A.1984	subspecies	0.00579516326758052	8973	-0.0240690891853432	-0.0640498757219433	0.0159116973512568	0.0203959456976841	0.237995403778883	0.58783149556508	Lactococcus garvieae subsp. garvieae	Lactococcus garvieae	Lactococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0758	order	0.058843196255433	8973	-0.0240323222040829	-0.0639604293659823	0.0158957849578165	0.0203690627400694	0.238093965961876	0.58783149556508	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Firmicutes sp.	HG3A.1857	phylum	0.00300902708124373	8973	-0.0240528899286538	-0.064115391813387	0.0160096119560793	0.0204376316526369	0.239270179386211	0.589639925527072	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Firmicutes	Bacteria
Mitsuokella sp. AF21-1AC	HG3A.1975	species	0.00334336342360415	8973	-0.0239122732983778	-0.0637541623738667	0.015929615777111	0.020324234368562	0.239420544067919	0.589639925527072	unclassified	Mitsuokella sp. AF21-1AC	Mitsuokella	Selenomonadaceae	Selenomonadales	Negativicutes	Firmicutes	Bacteria
Bacteroidales sp.	HG3A.1514	order	0.0098071993759055	8973	0.0240149725119917	-0.0160576364839976	0.0640875815079809	0.0204427894191196	0.240130146241774	0.590654696765701	unclassified	unclassified	unclassified	unclassified	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Firmicutes sp.	HG3A.1455	phylum	0.00913852669118466	8973	-0.0239371186727896	-0.0639105652313929	0.0160363278858137	0.020392200306164	0.240491927809234	0.590812471165013	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.1237	order	0.0138192354842305	8973	0.0239507687530472	-0.0161194236763923	0.0640209611824868	0.0204415566721298	0.241360901762183	0.591655610090622	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Firmicutes sp.	HG3A.1494	phylum	0.00713250863702218	8973	-0.023888667889949	-0.0638661086249043	0.0160887728450063	0.0203942400962855	0.241492107678784	0.591655610090622	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Firmicutes	Bacteria
Bacteroidales sp.	HG3A.1805	order	0.00300902708124373	8973	0.0238821890883615	-0.0161046113499204	0.0638689895266434	0.0203989612548834	0.241729319790173	0.591655610090622	unclassified	unclassified	unclassified	unclassified	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Eubacteriales sp.	HG3A.1102	order	0.0227348712805082	8973	-0.0238542818225054	-0.0638625547783677	0.0161539911333569	0.0204099686251726	0.242533251903462	0.592163956272686	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Oscillospiraceae sp.	HG3A.0944	family	0.107099075002786	8973	-0.0238140645960192	-0.0637710304878997	0.0161429012958613	0.020383756699343	0.242723168021002	0.592163956272686	unclassified	unclassified	unclassified	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Bacteria sp.	HG3A.0823	superkingdom	0.0420149336899588	8973	0.0238655594665294	-0.0161870193201207	0.0639181382531796	0.0204325711887612	0.242831969977817	0.592163956272686	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteria
Eubacteriales sp.	HG3A.1740	order	0.00445781789813886	8973	-0.0236943313912185	-0.0636842359617886	0.0162955731793517	0.0204005751480479	0.245488853509886	0.596517366798547	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Adlercreutzia equolifaciens subsp. celatus	HG3A.0051	subspecies	0.904268360637468	8973	0.0242710896766494	-0.0167004023734716	0.0652425817267704	0.0209013444460331	0.245583204607879	0.596517366798547	Adlercreutzia equolifaciens subsp. celatus	Adlercreutzia equolifaciens	Adlercreutzia	Eggerthellaceae	Eggerthellales	Coriobacteriia	Actinobacteria	Bacteria
Lachnospiraceae sp.	HG3A.1730	family	0.00624094505739441	8973	-0.0236815156694533	-0.0636672735848592	0.0163042422459526	0.0203984825271248	0.245695582365997	0.596517366798547	unclassified	unclassified	unclassified	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacterium sp. AF34-35BH	HG3A.0231	species	0.334336342360415	8973	-0.0236812734623982	-0.0636770996333197	0.0163145527085233	0.0204036159142439	0.245819247375925	0.596517366798547	unclassified	Eubacterium sp. AF34-35BH	Eubacterium	Eubacteriaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0556	order	0.144433299899699	8973	0.0237308922054015	-0.016380953692306	0.0638427381031091	0.0204628053532167	0.246198728423233	0.596708761807226	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.1334	order	0.0259667892566589	8973	-0.0236297499227762	-0.0636427640500693	0.0163832642045169	0.0204123815293481	0.247051060770856	0.598044336134327	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Bacteria sp.	HG3A.0634	superkingdom	0.145882090716594	8973	-0.0236291193544863	-0.0637846389057449	0.0165264001967723	0.020485083362896	0.248744877054353	0.599429428110977	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteria
Clostridia sp.	HG3A.1108	class	0.0184999442772763	8973	-0.023558106392617	-0.0636003035611527	0.0164840907759186	0.0204272753178384	0.248831861400622	0.599429428110977	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0477	order	0.338905605706007	8973	0.0235788327931158	-0.0165112889358783	0.0636689545221099	0.0204517211515012	0.248981708607635	0.599429428110977	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Clostridium sp. SN20	HG3A.0603	species	0.168839852892009	8973	0.0235327832901397	-0.0164925013621519	0.0635580679424313	0.0204186465905695	0.249140896813796	0.599429428110977	unclassified	Clostridium sp. SN20	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0386	order	0.359411568037446	8973	-0.0235803132049615	-0.0637068760588105	0.0165462496488876	0.0204703138382592	0.249382052007836	0.599429428110977	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0651	order	0.160147107990639	8973	0.0235956133864078	-0.0165614887414513	0.0637527155142669	0.0204858916000495	0.249435117188749	0.599429428110977	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0649	order	0.0655299231026413	8973	-0.0234076471484752	-0.0633814663555031	0.0165661720585527	0.0203923889849198	0.251056614059636	0.602596588764665	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Clostridia sp.	HG3A.1417	class	0.0129276719046027	8973	-0.0233053913977448	-0.0632760150762444	0.0166652322807548	0.0203907622540857	0.253094944479228	0.606755392259984	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia	Firmicutes	Bacteria
Clostridia sp.	HG3A.0996	class	0.0455811880084699	8973	-0.0232805535081494	-0.0632509487564419	0.0166898417401431	0.0203906444313219	0.253598318680228	0.607228784777143	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.1592	order	0.00991864482335897	8973	0.0232256431340351	-0.0167510166926688	0.063202302960739	0.0203938418547403	0.254794151770731	0.609357097909519	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Anaerostipes sp. BG01	HG3A.1509	species	0.0270812437311936	8973	-0.0232052059058092	-0.0632319115112363	0.0168214996996178	0.0204193710890261	0.25580700413901	0.61031500703317	unclassified	Anaerostipes sp. BG01	Anaerostipes	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Clostridia sp.	HG3A.0815	class	0.209740332107433	8973	-0.0231813632832221	-0.0631671628531668	0.0168044362867226	0.0203985026202705	0.255809615038588	0.61031500703317	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0493	order	0.0961774211523459	8973	-0.0231496726466443	-0.0631609076618136	0.0168615623685249	0.0204114736070692	0.256762410371694	0.611852802626426	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Bacteroidales sp.	HG3A.1926	order	0.00167168171180207	8973	-0.0231049601651002	-0.0630819747468792	0.0168720544166788	0.020394020931062	0.257275127458322	0.612280184437197	unclassified	unclassified	unclassified	unclassified	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Firmicutes sp.	HG3A.1686	phylum	0.00445781789813886	8973	-0.023105378352697	-0.0631069453773505	0.0168961886719565	0.0204065470678759	0.257558667005068	0.612280184437197	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0913	order	0.0541624874623872	8973	0.0230923838014886	-0.0169360307527437	0.0631207983557209	0.0204202440965602	0.2581457511373	0.612941765559258	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0534	order	0.149336899587652	8973	0.0230619671278149	-0.0170053966262539	0.0631293308818836	0.020440112321619	0.259236461002386	0.614564562388087	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.1320	order	0.0197258441992645	8973	-0.0229875017264051	-0.0629850166061511	0.0170100131533409	0.0204044803226766	0.259946026695743	0.614564562388087	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0699	order	0.200824696311156	8973	0.0229883701992669	-0.0170180418506401	0.0629947822491738	0.0204089697507061	0.260033399203153	0.614564562388087	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Serratia marcescens	HG3A.1983	species	0.00345480887105762	8973	-0.0229567509280244	-0.0629109712958845	0.0169974694398357	0.0203823774951769	0.260067623378334	0.614564562388087	unclassified	Serratia marcescens	Serratia	Yersiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
Firmicutes sp.	HG3A.0948	phylum	0.0265240164939262	8973	-0.0229243547528801	-0.0629273624043489	0.0170786528985887	0.0204072815412554	0.261322778487129	0.616052340352911	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Firmicutes	Bacteria
Escherichia marmotae	HG3A.1282	species	0.174300679817229	8973	0.0229001224355754	-0.0170703151057862	0.062870559976937	0.0203906668047921	0.261438716835922	0.616052340352911	unclassified	Escherichia marmotae	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
Oscillospiraceae sp.	HG3A.0925	family	0.158029644489023	8973	0.0229172282249408	-0.0170989664853201	0.0629334229352017	0.0204140103126544	0.261628273510077	0.616052340352911	unclassified	unclassified	unclassified	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Parolsenella catena	HG3A.0499	species	0.123815892120807	8973	0.0230894650158001	-0.0172655893044171	0.0634445193360173	0.0205868771690956	0.26207901030673	0.616382506467843	unclassified	Parolsenella catena	Parolsenella	Atopobiaceae	Coriobacteriales	Coriobacteriia	Actinobacteria	Bacteria
Bacteroidales sp.	HG3A.1503	order	0.00880419034882425	8973	-0.0228437073704729	-0.0628282142773849	0.017140799536439	0.0203978430244447	0.262783369161009	0.616960246084312	unclassified	unclassified	unclassified	unclassified	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Faecalibacterium sp.	HG3A.0073	genus	0.905382815112003	8973	0.022899821310638	-0.0171965865893045	0.0629962292105806	0.0204549305744979	0.262946281202684	0.616960246084312	unclassified	unclassified	Faecalibacterium	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.1464	order	0.0220661985957874	8973	-0.0228482939995545	-0.0629147198998425	0.0172181319007336	0.0204396340873565	0.263664558734639	0.617369272980994	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Mitsuokella jalaludinii	HG3A.0761	species	0.0509305694862365	8973	0.0228879531561084	-0.0172742244634507	0.0630501307756674	0.0204884825915221	0.263976261335421	0.617369272980994	unclassified	Mitsuokella jalaludinii	Mitsuokella	Selenomonadaceae	Selenomonadales	Negativicutes	Firmicutes	Bacteria
Clostridia sp.	HG3A.1300	class	0.0183884988298228	8973	-0.0227930023664689	-0.0627950503299613	0.0172090455970235	0.0204067925998841	0.264053658821594	0.617369272980994	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0013	order	0.949960994093391	8973	-0.0228404661918631	-0.0629839254602925	0.0173029930765663	0.0204789332408316	0.264745630356031	0.618258913243202	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Lactobacillus acidophilus	HG3A.0672	species	0.111891229243285	8973	0.0226649637439277	-0.0173220158976219	0.0626519433854773	0.0203991051393539	0.266565658295084	0.621354764201472	unclassified	Lactobacillus acidophilus	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Clostridia sp.	HG3A.1717	class	0.00546082692522011	8973	-0.0226201446333818	-0.0625680833921725	0.0173277941254088	0.020379166557291	0.267044862096214	0.621354764201472	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.1573	order	0.00869274490137078	8973	-0.022640462323262	-0.0626375077885487	0.0173565831420247	0.0204042407826429	0.267203329682374	0.621354764201472	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Oxalobacter sp.	HG3A.1097	genus	0.0213975259110665	8973	-0.0226286752450177	-0.0626270271899178	0.0173696766998824	0.0204049078992209	0.267468072262599	0.621354764201472	unclassified	unclassified	Oxalobacter	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Citrobacter portucalensis	HG3A.1584	species	0.0201716259890783	8973	0.0226116423804964	-0.0173706726135822	0.0625939573745749	0.0203967247077401	0.267636434958317	0.621354764201472	unclassified	Citrobacter portucalensis	Citrobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
Eubacteriales sp.	HG3A.1874	order	0.00267469073888332	8973	-0.0226294262406892	-0.062785905478619	0.0175270529972406	0.0204855737201049	0.269340523530922	0.624580536458972	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.1030	order	0.02953304357517	8973	-0.0224760520106982	-0.0625121263259442	0.0175600223045477	0.0204241493184234	0.271159713706883	0.626835413855276	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Enterobacter kobei	HG3A.1532	species	0.0209517441212526	8973	0.0224391300789327	-0.0175604007655108	0.0624386609233761	0.0204055074015626	0.271509995415644	0.626835413855276	unclassified	Enterobacter kobei	Enterobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
Bacteroidales sp.	HG3A.1884	order	0.00267469073888332	8973	-0.0224305520893923	-0.0624188194650366	0.017557715286252	0.0203997614775468	0.271558270501772	0.626835413855276	unclassified	unclassified	unclassified	unclassified	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Eubacteriales sp.	HG3A.0548	order	0.27671904602697	8973	0.0224551673492703	-0.0176134946647927	0.0625238293633333	0.0204407760795923	0.271995274343281	0.626835413855276	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Bacteroidales sp.	HG3A.1183	order	0.0143764627214978	8973	-0.0223915796667327	-0.0623484761610841	0.0175653168276187	0.02038374225641	0.272015441066091	0.626835413855276	unclassified	unclassified	unclassified	unclassified	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Eubacteriales sp.	HG3A.1456	order	0.00902708124373119	8973	-0.0223821966737107	-0.062363024343163	0.0175986309957417	0.0203959660924606	0.272503643772954	0.626835413855276	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Clostridium sp. 1001271st1 H5	HG3A.0888	species	0.281734091162376	8973	0.0223899344057079	-0.0176085982993391	0.0623884671107548	0.0204049734793733	0.27254988116413	0.626835413855276	unclassified	Clostridium sp. 1001271st1 H5	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacterium sp. An3	HG3A.1483	species	0.0153794717485791	8973	0.0224081803747038	-0.0176470790477473	0.0624634397971549	0.0204339385673026	0.272839192730961	0.626835413855276	unclassified	Eubacterium sp. An3	Eubacterium	Eubacteriaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Coprococcus catus	HG3A.0037	species	0.904268360637468	8973	-0.0227227244317554	-0.0634086576752626	0.0179632088117518	0.0207556732264577	0.273646428216302	0.627880094386274	unclassified	Coprococcus catus	Coprococcus	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Firmicutes sp.	HG3A.1211	phylum	0.0153794717485791	8973	0.0222862336254874	-0.0176476441206294	0.0622201113716041	0.0203718829356308	0.273999219528025	0.627880094386274	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Firmicutes	Bacteria
Prevotella sp.	HG3A.1175	genus	0.0141535718265909	8973	0.022392919943722	-0.017784447795945	0.062570287683389	0.0204962296129588	0.27462622301637	0.627880094386274	unclassified	unclassified	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Eubacteriales sp.	HG3A.0842	order	0.0654184776551878	8973	-0.0222986304780261	-0.0623458060964263	0.0177485451403742	0.0204298144024489	0.275093655729759	0.627880094386274	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Lachnospiraceae sp.	HG3A.0389	family	0.20673130502619	8973	-0.0223910337916418	-0.0626253947252776	0.017843327141994	0.0205253062398084	0.275347060479108	0.627880094386274	unclassified	unclassified	unclassified	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Raoultella planticola	HG3A.1692	species	0.0130391173520562	8973	-0.0221553410921204	-0.0619786162643361	0.0176679340800954	0.0203148031938736	0.275486687996223	0.627880094386274	unclassified	Raoultella planticola	Raoultella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
Acidaminococcales sp.	HG3A.1968	order	0.00133734536944166	8973	0.0221907254843794	-0.0177854124575577	0.0621668634263164	0.0203935736338691	0.276570253145507	0.627880094386274	unclassified	unclassified	unclassified	unclassified	Acidaminococcales	Negativicutes	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.1699	order	0.00590660871503399	8973	-0.0222095239644408	-0.0622271353185788	0.0178080873896972	0.0204147310661426	0.27666157578163	0.627880094386274	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
