genus	id	positive_size	positive_estimate	positive_p.value	positive_q.value	positive_message	negative_size	negative_estimate	negative_p.value	negative_q.value	negative_message	name	hl1	hl2
Merdimonas	MF0049	435	1.44115371498932	8.82269380437027e-06	0.000886680727339212		323	1.04381038130752	0.311688311688312	0.869394341921815		threonine degradation I	amino acid degradation	polar, uncharged amino acid degradation
Merdimonas	MF0012	274	1.46849074853477	1.41023273975268e-05	0.000944855935634293		188	0.781087030524973	0.974025974025974	1		trehalose degradation	carbohydrate degradation	disaccharide degradation
Merdimonas	MF0015	447	1.36217758818797	0.000227860029549989	0.0114499664848869		404	1.08253116688227	0.200799200799201	0.687482009515908		fructose degradation	carbohydrate degradation	monosaccharide degradation
Merdimonas	MF0060	116	1.43899925594073	0.000627383907463009	0.0180148807714378		50	0.75840736130682	0.923076923076923	1		glycerol degradation I	lipid degradation	glycerol degradation
Merdimonas	MF0065	484	1.34380308107464	0.000544955479545218	0.0180148807714378		389	0.97228556826223	0.614385614385614	1		Bifidobacterium shunt	central metabolism	energy metabolism
Merdimonas	MF0097	54	0.810349599975647	0.857142857142857	1		59	1.58870120413364	0.000508320710397255	0.0180148807714378		homoacetogenesis	gas metabolism	acetogenesis
Merdimonas	MF0094	133	1.39786773799749	0.00148185921466055	0.0372317127683464		77	1.0469528311761	0.367632367632368	0.869394341921815		propionate production II	organic acid metabolism	propionate metabolism
Parolsenella	MF0050	259	1.51440854231318	9.66872335188647e-07	0.000194341339372918		159	1.17984984774301	0.0629370629370629	0.344962729578114		threonine degradation II	amino acid degradation	polar, uncharged amino acid degradation
Parolsenella	MF0012	275	1.46867232216537	4.18228849357121e-06	0.000345054745440837		188	0.791487290777322	0.97002997002997	0.999000999000999		trehalose degradation	carbohydrate degradation	disaccharide degradation
Parolsenella	MF0049	435	1.43795947295669	5.15007082747518e-06	0.000345054745440837		323	1.05316823033723	0.280719280719281	0.841584885702533		threonine degradation I	amino acid degradation	polar, uncharged amino acid degradation
Parolsenella	MF0015	447	1.34933609943438	0.000187049651419578	0.00939924498383377		404	1.08935537863299	0.182817182817183	0.656183102611674		fructose degradation	carbohydrate degradation	monosaccharide degradation
Parolsenella	MF0097	54	0.804579671874173	0.86013986013986	0.999000999000999		59	1.6051778381448	0.000248354604182293	0.00998385508812819		homoacetogenesis	gas metabolism	acetogenesis
Parolsenella	MF0065	484	1.33172456031797	0.00038961728125617	0.0130521789220817		389	0.978701805316215	0.585414585414585	0.999000999000999		Bifidobacterium shunt	central metabolism	energy metabolism
Parolsenella	MF0060	115	1.44929198513077	0.000792241289264359	0.0227486427345909		50	0.770092431447915	0.895104895104895	0.999000999000999		glycerol degradation I	lipid degradation	glycerol degradation
Parolsenella	MF0094	133	1.38791827098942	0.00144504331610459	0.0363067133171279		77	1.05868942317135	0.341658341658342	0.858589686175893		propionate production II	organic acid metabolism	propionate metabolism
Mesosutterella	MF0049	436	1.43940673331592	3.38783647063716e-06	0.000340477565299035		323	1.04457876426286	0.335664335664336	0.876014095794316		threonine degradation I	amino acid degradation	polar, uncharged amino acid degradation
Mesosutterella	MF0050	260	1.50563011719745	2.14965612759177e-06	0.000340477565299035		159	1.17010954873321	0.0769230769230769	0.406882591093117		threonine degradation II	amino acid degradation	polar, uncharged amino acid degradation
Mesosutterella	MF0012	275	1.46977061650434	8.96163101535105e-06	0.00060042927802852		188	0.7862696204991	0.982017982017982	1		trehalose degradation	carbohydrate degradation	disaccharide degradation
Mesosutterella	MF0015	448	1.35829141583455	6.82482137019751e-05	0.00342947273852425		404	1.08222542120186	0.202797202797203	0.69088538580064		fructose degradation	carbohydrate degradation	monosaccharide degradation
Mesosutterella	MF0065	485	1.33772949310199	0.000175713452177056	0.00706368077751766		388	0.980143064460508	0.570429570429571	1		Bifidobacterium shunt	central metabolism	energy metabolism
Mesosutterella	MF0097	54	0.805006839720606	0.874125874125874	1		59	1.58748808817355	0.000271138817929304	0.00908315040063168		homoacetogenesis	gas metabolism	acetogenesis
Mesosutterella	MF0060	116	1.42738790268838	0.000535796781333576	0.015385021864007		50	0.758124108153851	0.947052947052947	1		glycerol degradation I	lipid degradation	glycerol degradation
Mesosutterella	MF0094	133	1.38882193282291	0.00118733244766264	0.0298317277475237		77	1.05140084641032	0.360639360639361	0.876014095794316		propionate production II	organic acid metabolism	propionate metabolism
Mogibacterium	MF0012	275	1.47847954014317	3.07829075293375e-06	0.000284844849761561		188	0.785395184522763	0.975024975024975	0.999000999000999		trehalose degradation	carbohydrate degradation	disaccharide degradation
Mogibacterium	MF0049	435	1.43485121754886	4.251415668083e-06	0.000284844849761561		323	1.04524673743283	0.331668331668332	0.868625756266206		threonine degradation I	amino acid degradation	polar, uncharged amino acid degradation
Mogibacterium	MF0050	260	1.51337129102007	1.46313233415922e-06	0.000284844849761561		159	1.17233280277351	0.0869130869130869	0.425503068360211		threonine degradation II	amino acid degradation	polar, uncharged amino acid degradation
Mogibacterium	MF0015	448	1.36056679476276	0.000119032666996162	0.00598139151655713		404	1.08972953043737	0.170829170829171	0.623534360376466		fructose degradation	carbohydrate degradation	monosaccharide degradation
Mogibacterium	MF0065	485	1.33927810025935	0.00034860543085673	0.0140139383204405		389	0.977626500922806	0.588411588411588	0.999000999000999		Bifidobacterium shunt	central metabolism	energy metabolism
Mogibacterium	MF0097	54	0.810461340822736	0.862137862137862	0.999000999000999		59	1.59762638807566	0.000448856704998447	0.015036699617448		homoacetogenesis	gas metabolism	acetogenesis
Mogibacterium	MF0060	116	1.44042309721019	0.000673177567682334	0.0193298130148784		50	0.766566184548263	0.91008991008991	0.999000999000999		glycerol degradation I	lipid degradation	glycerol degradation
Mogibacterium	MF0094	133	1.40068773349837	0.00116892456426477	0.0293692296771525		77	1.05561613595086	0.34965034965035	0.868625756266206		propionate production II	organic acid metabolism	propionate metabolism
Faecalitalea	MF0012	275	1.48791026607651	1.87450644343686e-06	0.000191844460141152		188	0.785155130428422	0.975024975024975	1		trehalose degradation	carbohydrate degradation	disaccharide degradation
Faecalitalea	MF0050	260	1.52278170231949	1.90890010090699e-06	0.000191844460141152		159	1.17037223141788	0.0839160839160839	0.396928652742606		threonine degradation II	amino acid degradation	polar, uncharged amino acid degradation
Faecalitalea	MF0049	435	1.44710842744381	4.1131613450739e-06	0.000275581810119951		323	1.04558765604477	0.334665334665335	0.84903140337923		threonine degradation I	amino acid degradation	polar, uncharged amino acid degradation
Faecalitalea	MF0015	447	1.36637527284693	0.000132636010205156	0.00666495951280908		404	1.08857329712777	0.180819180819181	0.616011107536531		fructose degradation	carbohydrate degradation	monosaccharide degradation
Faecalitalea	MF0065	484	1.3493600807841	0.00019385137511194	0.00779282527949999		389	0.976884717704831	0.586413586413586	1		Bifidobacterium shunt	central metabolism	energy metabolism
Faecalitalea	MF0060	116	1.45309764793438	0.000371389785067097	0.0124415577997477		50	0.759170306492961	0.932067932067932	1		glycerol degradation I	lipid degradation	glycerol degradation
Faecalitalea	MF0097	54	0.815143770972951	0.862137862137862	1		59	1.58360529147155	0.000457970469226499	0.0131502949020752		homoacetogenesis	gas metabolism	acetogenesis
Faecalitalea	MF0094	132	1.39846589440264	0.00144504331610459	0.0363067133171279		77	1.04664032356544	0.377622377622378	0.84903140337923		propionate production II	organic acid metabolism	propionate metabolism
Victivallis	MF0050	260	1.51633603711796	1.80571918262668e-06	0.000362949555707962		159	1.17909946340178	0.0699300699300699	0.351398601398601		threonine degradation II	amino acid degradation	polar, uncharged amino acid degradation
Victivallis	MF0012	275	1.47891679801261	6.74000452423261e-06	0.000451580303123585		186	0.77657722280841	0.975024975024975	0.999000999000999		trehalose degradation	carbohydrate degradation	disaccharide degradation
Victivallis	MF0049	436	1.44413949993464	4.59705188978985e-06	0.000451580303123585		323	1.05311554689317	0.296703296703297	0.845224542898962		threonine degradation I	amino acid degradation	polar, uncharged amino acid degradation
Victivallis	MF0015	448	1.36089779812601	0.000125834333614198	0.00632317526411342		404	1.09567424847677	0.147852147852148	0.594365634365634		fructose degradation	carbohydrate degradation	monosaccharide degradation
Victivallis	MF0097	54	0.813251784887174	0.841158841158841	0.999000999000999		59	1.6006100949045	0.000271138817929304	0.010899780480758		homoacetogenesis	gas metabolism	acetogenesis
Victivallis	MF0065	485	1.33932394346316	0.000544955479545218	0.0182560085647648		388	0.977535906188534	0.607392607392607	0.999000999000999		Bifidobacterium shunt	central metabolism	energy metabolism
Victivallis	MF0060	116	1.44788292898802	0.00116892456426477	0.0335648339167457		50	0.768049776124761	0.91008991008991	0.999000999000999		glycerol degradation I	lipid degradation	glycerol degradation
Victivallis	MF0094	133	1.40390557155836	0.00194242145350745	0.0450332965924057		77	1.05122520460628	0.354645354645355	0.845224542898962		propionate production II	organic acid metabolism	propionate metabolism
Oxalobacter	MF0012	275	1.47640981830555	2.42480657542776e-06	0.000243693060830489		188	0.793981441869379	0.969030969030969	1		trehalose degradation	carbohydrate degradation	disaccharide degradation
Oxalobacter	MF0050	260	1.51163858958845	1.25778295947837e-06	0.000243693060830489		159	1.17512227330286	0.0729270729270729	0.385745833114254		threonine degradation II	amino acid degradation	polar, uncharged amino acid degradation
Oxalobacter	MF0049	436	1.44048262085929	4.18228849357121e-06	0.000280213329069271		323	1.04146724090059	0.362637362637363	0.860897722966688		threonine degradation I	amino acid degradation	polar, uncharged amino acid degradation
Oxalobacter	MF0015	448	1.35926855063518	0.00016437726312275	0.0082599574719182		404	1.09302947236735	0.152847152847153	0.590813033120725		fructose degradation	carbohydrate degradation	monosaccharide degradation
Oxalobacter	MF0065	485	1.33931034944412	0.000257468283464926	0.00862518749607502		387	0.977265569480869	0.593406593406593	1		Bifidobacterium shunt	central metabolism	energy metabolism
Oxalobacter	MF0097	54	0.806905318644839	0.875124875124875	1		59	1.59251938900406	0.000223325539389907	0.00862518749607502		homoacetogenesis	gas metabolism	acetogenesis
Oxalobacter	MF0060	116	1.43755109914046	0.000517479396549912	0.0148590512437903		50	0.767564851471223	0.912087912087912	1		glycerol degradation I	lipid degradation	glycerol degradation
Oxalobacter	MF0094	133	1.39647063102144	0.000819717564893581	0.0205954038179512		77	1.05283878307272	0.372627372627373	0.860897722966688		propionate production II	organic acid metabolism	propionate metabolism
Rothia	MF0050	260	1.50369257641322	1.80571918262668e-06	0.000361143836525336		159	1.17101726086485	0.0829170829170829	0.414585414585415		threonine degradation II	amino acid degradation	polar, uncharged amino acid degradation
Rothia	MF0012	274	1.46042666859388	5.35745317662147e-06	0.000477030103531052		188	0.784829754047146	0.962037962037962	0.999000999000999		trehalose degradation	carbohydrate degradation	disaccharide degradation
Rothia	MF0049	436	1.44228147740063	7.15545155296578e-06	0.000477030103531052		323	1.04748340101	0.317682317682318	0.883560883560884		threonine degradation I	amino acid degradation	polar, uncharged amino acid degradation
Rothia	MF0015	447	1.35274515165734	0.000150773852941339	0.00753869264706695		404	1.08905098024075	0.177822177822178	0.656486370772085		fructose degradation	carbohydrate degradation	monosaccharide degradation
Rothia	MF0065	484	1.33199880771951	0.000262025126322415	0.00964554073710483		389	0.976921389108217	0.58041958041958	0.999000999000999		Bifidobacterium shunt	central metabolism	energy metabolism
Rothia	MF0097	54	0.806057388818931	0.86013986013986	0.999000999000999		59	1.58782721622761	0.000289366222113145	0.00964554073710483		homoacetogenesis	gas metabolism	acetogenesis
Rothia	MF0060	116	1.4364329068803	0.000764765024259939	0.0200350011670216		50	0.759528289828749	0.906093906093906	0.999000999000999		glycerol degradation I	lipid degradation	glycerol degradation
Rothia	MF0094	133	1.39698624063793	0.000801400046680862	0.0200350011670216		77	1.04714473938604	0.38961038961039	0.883560883560884		propionate production II	organic acid metabolism	propionate metabolism
Cloacibacillus	MF0050	258	1.52379519822104	8.21627466518162e-07	0.000165147120770151		159	1.16806424785819	0.0839160839160839	0.392258903886811		threonine degradation II	amino acid degradation	polar, uncharged amino acid degradation
Cloacibacillus	MF0012	275	1.48842278748658	7.9890715706624e-06	0.000535267795234381		188	0.785170169397246	0.973026973026973	1		trehalose degradation	carbohydrate degradation	disaccharide degradation
Cloacibacillus	MF0049	434	1.45444217191495	5.70309066703662e-06	0.000535267795234381		323	1.04352189045022	0.336663336663337	0.847121628371628		threonine degradation I	amino acid degradation	polar, uncharged amino acid degradation
Cloacibacillus	MF0015	448	1.37117516432616	0.000143972156180359	0.00723460084806305		404	1.08025702026937	0.215784215784216	0.687109765234765		fructose degradation	carbohydrate degradation	monosaccharide degradation
Cloacibacillus	MF0065	483	1.35293114759241	0.000289366222113145	0.0107623518493685		389	0.971054486153329	0.616383616383616	1		Bifidobacterium shunt	central metabolism	energy metabolism
Cloacibacillus	MF0097	53	0.852624695213489	0.797202797202797	1		59	1.5972535828498	0.000321264234309508	0.0107623518493685		homoacetogenesis	gas metabolism	acetogenesis
Cloacibacillus	MF0060	114	1.45179151358998	0.000457970469226499	0.0131502949020752		50	0.765945042042574	0.907092907092907	1		glycerol degradation I	lipid degradation	glycerol degradation
Cloacibacillus	MF0094	131	1.4051293921741	0.00155549104624117	0.0390817125368095		77	1.05661212340761	0.347652347652348	0.847121628371628		propionate production II	organic acid metabolism	propionate metabolism
Longicatena	MF0050	260	1.5164426682885	1.13799605113378e-06	0.00022873720627789		159	1.16782355970893	0.0809190809190809	0.387255601541316		threonine degradation II	amino acid degradation	polar, uncharged amino acid degradation
Longicatena	MF0012	275	1.47808825740622	7.29438803645544e-06	0.000488723998442515		188	0.783765335287677	0.969030969030969	1		trehalose degradation	carbohydrate degradation	disaccharide degradation
Longicatena	MF0049	435	1.43703759614617	5.0809434049045e-06	0.000488723998442515		323	1.03974387421562	0.341658341658342	0.896903096903097		threonine degradation I	amino acid degradation	polar, uncharged amino acid degradation
Longicatena	MF0015	447	1.35644768480687	0.000168911737390617	0.00848781480387849		404	1.08245249843661	0.208791208791209	0.711305643509033		fructose degradation	carbohydrate degradation	monosaccharide degradation
Longicatena	MF0065	484	1.33449148885717	0.000394174156878264	0.0158458011065062		389	0.9722675921973	0.594405594405594	1		Bifidobacterium shunt	central metabolism	energy metabolism
Longicatena	MF0097	54	0.81241737502384	0.861138861138861	1		59	1.57061267809433	0.000508320710397255	0.0170287437983081		homoacetogenesis	gas metabolism	acetogenesis
Longicatena	MF0060	115	1.424326696243	0.00111370095120655	0.0319791273132166		50	0.750954617237951	0.917082917082917	1		glycerol degradation I	lipid degradation	glycerol degradation
Longicatena	MF0094	132	1.38667953175691	0.00181320274521356	0.0455567189734908		77	1.04196976804005	0.396603396603397	0.896903096903097		propionate production II	organic acid metabolism	propionate metabolism
Tyzzerella	MF0012	275	1.47324488268578	2.080868623126e-06	0.000209127296624163		188	0.787780119525644	0.975024975024975	0.998001998001998		trehalose degradation	carbohydrate degradation	disaccharide degradation
Tyzzerella	MF0050	259	1.51306166175137	1.63425707440382e-06	0.000209127296624163		159	1.17672445817295	0.0699300699300699	0.356418581418581		threonine degradation II	amino acid degradation	polar, uncharged amino acid degradation
Tyzzerella	MF0049	435	1.44785211714748	5.42658065175288e-06	0.000363580903667443		323	1.04606228759875	0.335664335664336	0.878194095061565		threonine degradation I	amino acid degradation	polar, uncharged amino acid degradation
Tyzzerella	MF0015	447	1.36578728378873	7.84006243724011e-05	0.00393963137471315		404	1.08390081809292	0.201798201798202	0.676023976023976		fructose degradation	carbohydrate degradation	monosaccharide degradation
Tyzzerella	MF0097	54	0.802257969445479	0.89010989010989	0.998001998001998		59	1.60581749749884	0.000243797767997561	0.00980067027350197		homoacetogenesis	gas metabolism	acetogenesis
Tyzzerella	MF0065	484	1.34452484277837	0.000357719170213556	0.0119835922021541		389	0.973799770930943	0.597402597402597	0.998001998001998		Bifidobacterium shunt	central metabolism	energy metabolism
Tyzzerella	MF0060	116	1.43492512574583	0.000526638086934343	0.0151220364962576		50	0.765704908720656	0.931068931068931	0.998001998001998		glycerol degradation I	lipid degradation	glycerol degradation
Tyzzerella	MF0094	133	1.39478994792387	0.001224148231351	0.0307567243126938		77	1.05774774604269	0.343656343656344	0.878194095061565		propionate production II	organic acid metabolism	propionate metabolism
Candidatus Borkfalkia	MF0012	275	1.47553460019246	3.21586659270006e-06	0.000323194592566356		187	0.777097616110179	0.984015984015984	0.99998001998002		trehalose degradation	carbohydrate degradation	disaccharide degradation
Candidatus Borkfalkia	MF0050	260	1.51275052886054	1.68559453104853e-06	0.000323194592566356		159	1.16939390748799	0.0719280719280719	0.370706216860063		threonine degradation II	amino acid degradation	polar, uncharged amino acid degradation
Candidatus Borkfalkia	MF0049	436	1.44105185078512	6.87825982753888e-06	0.000460843408445105		323	1.04760293497846	0.306693306693307	0.868244431624713		threonine degradation I	amino acid degradation	polar, uncharged amino acid degradation
Candidatus Borkfalkia	MF0015	448	1.35926376364829	0.000177980691272795	0.00894352973645793		403	1.08296744800775	0.190809190809191	0.664714595749079		fructose degradation	carbohydrate degradation	monosaccharide degradation
Candidatus Borkfalkia	MF0065	485	1.33870753025439	0.000284809368655593	0.0101517325024164		389	0.978555811482222	0.588411588411588	0.99998001998002		Bifidobacterium shunt	central metabolism	energy metabolism
Candidatus Borkfalkia	MF0097	54	0.814599185061303	0.863136863136863	0.99998001998002		59	1.58656191902314	0.000303036791116907	0.0101517325024164		homoacetogenesis	gas metabolism	acetogenesis
Candidatus Borkfalkia	MF0060	116	1.4383087054967	0.000362276041084901	0.0104024977511522		50	0.760532022925293	0.92007992007992	0.99998001998002		glycerol degradation I	lipid degradation	glycerol degradation
Candidatus Borkfalkia	MF0094	133	1.39822597505651	0.00104006956604479	0.0261317478468752		77	1.04251344757441	0.380619380619381	0.891721182043763		propionate production II	organic acid metabolism	propionate metabolism
Lactiplantibacillus	MF0012	275	1.47920586454665	3.25026056170167e-06	0.000160887897804233						1 parallel job did not deliver a result	trehalose degradation	carbohydrate degradation	disaccharide degradation
Lactiplantibacillus	MF0050	260	1.51364485570321	1.70270701964366e-06	0.000160887897804233						1 parallel job did not deliver a result	threonine degradation II	amino acid degradation	polar, uncharged amino acid degradation
Lactiplantibacillus	MF0049	436	1.44409410147412	8.4058824517145e-06	0.000277394120906579						1 parallel job did not deliver a result	threonine degradation I	amino acid degradation	polar, uncharged amino acid degradation
Lactiplantibacillus	MF0015	448	1.3624401171651	0.000128101558114849	0.00317051356334251						1 parallel job did not deliver a result	fructose degradation	carbohydrate degradation	monosaccharide degradation
Lactiplantibacillus	MF0065	485	1.34285126794279	0.000257468283464926	0.00509787201260554						1 parallel job did not deliver a result	Bifidobacterium shunt	central metabolism	energy metabolism
Lactiplantibacillus	MF0060	116	1.45026952629643	0.000448856704998447	0.00740613563247438						1 parallel job did not deliver a result	glycerol degradation I	lipid degradation	glycerol degradation
Lactiplantibacillus	MF0094	133	1.41045385424937	0.000920463984393221	0.0130179906364184						1 parallel job did not deliver a result	propionate production II	organic acid metabolism	propionate metabolism
Lactiplantibacillus	MF0097	54	0.818829106007561	0.863136863136863	0.983016983016983						1 parallel job did not deliver a result	homoacetogenesis	gas metabolism	acetogenesis
Methanosphaera	MF0050	260	1.51435154928579	1.06954649190082e-06	0.000213909298380165		159	1.17870371187869	0.0779220779220779	0.394605394605395		threonine degradation II	amino acid degradation	polar, uncharged amino acid degradation
Methanosphaera	MF0012	275	1.47830760974413	7.15545155296578e-06	0.000477030103531052		188	0.789218051445814	0.966033966033966	0.999000999000999		trehalose degradation	carbohydrate degradation	disaccharide degradation
Methanosphaera	MF0049	436	1.44501456057698	5.91047328772198e-06	0.000477030103531052		323	1.04852951148475	0.320679320679321	0.844807366546497		threonine degradation I	amino acid degradation	polar, uncharged amino acid degradation
Methanosphaera	MF0015	448	1.36117806731418	0.00020972207386124	0.00993418416729173		404	1.09106582070233	0.170829170829171	0.599400599400599		fructose degradation	carbohydrate degradation	monosaccharide degradation
Methanosphaera	MF0097	54	0.813099989834265	0.86013986013986	0.999000999000999		59	1.60737722475903	0.000248354604182293	0.00993418416729173		homoacetogenesis	gas metabolism	acetogenesis
Methanosphaera	MF0065	485	1.3396702388989	0.000362276041084901	0.0120758680361634		389	0.9789726874613	0.56943056943057	0.999000999000999		Bifidobacterium shunt	central metabolism	energy metabolism
Methanosphaera	MF0060	116	1.44024719816221	0.000581590306914199	0.0166168659118343		50	0.768285536620466	0.917082917082917	0.999000999000999		glycerol degradation I	lipid degradation	glycerol degradation
Methanosphaera	MF0094	133	1.39870958908711	0.00148185921466055	0.0370464803665138		77	1.05749513631015	0.354645354645355	0.844807366546497		propionate production II	organic acid metabolism	propionate metabolism
Traorella	MF0012	275	1.4812874016589	3.38783647063716e-06	0.000128890742292818						1 parallel job did not deliver a result	trehalose degradation	carbohydrate degradation	disaccharide degradation
Traorella	MF0049	436	1.44654021361281	3.90578006947933e-06	0.000128890742292818						1 parallel job did not deliver a result	threonine degradation I	amino acid degradation	polar, uncharged amino acid degradation
Traorella	MF0050	259	1.50918372311351	3.62927215884261e-06	0.000128890742292818						1 parallel job did not deliver a result	threonine degradation II	amino acid degradation	polar, uncharged amino acid degradation
Traorella	MF0015	447	1.35711909588996	0.00011676544730752	0.00288994482086113						1 parallel job did not deliver a result	fructose degradation	carbohydrate degradation	monosaccharide degradation
Traorella	MF0065	484	1.3362716182768	0.000344048562434444	0.00681216153620199						1 parallel job did not deliver a result	Bifidobacterium shunt	central metabolism	energy metabolism
Traorella	MF0060	116	1.44349000473272	0.000664018831457345	0.0109563107190462						1 parallel job did not deliver a result	glycerol degradation I	lipid degradation	glycerol degradation
Traorella	MF0094	133	1.40553405359338	0.00129777985959004	0.0183543151570591						1 parallel job did not deliver a result	propionate production II	organic acid metabolism	propionate metabolism
Traorella	MF0097	54	0.817844233364687	0.866133866133866	0.985014985014985						1 parallel job did not deliver a result	homoacetogenesis	gas metabolism	acetogenesis
Agathobaculum	MF0012	273	1.4777667177276	2.21844367905398e-06	0.000222953589744925		188	0.784956336579443	0.973026973026973	1		trehalose degradation	carbohydrate degradation	disaccharide degradation
Agathobaculum	MF0050	260	1.51013901038	1.24067053193001e-06	0.000222953589744925		159	1.17279143534682	0.0709290709290709	0.370706216860063		threonine degradation II	amino acid degradation	polar, uncharged amino acid degradation
Agathobaculum	MF0049	434	1.43825350623853	3.76752604291461e-06	0.000252424244875279		323	1.04688652382374	0.324675324675325	0.867739403453689		threonine degradation I	amino acid degradation	polar, uncharged amino acid degradation
Agathobaculum	MF0015	446	1.35093202559731	0.000196118616961965	0.00961748555856872		404	1.0852204332512	0.185814185814186	0.655239497344761		fructose degradation	carbohydrate degradation	monosaccharide degradation
Agathobaculum	MF0097	54	0.810858731506569	0.866133866133866	1		59	1.59728666933373	0.000239240934292754	0.00961748555856872		homoacetogenesis	gas metabolism	acetogenesis
Agathobaculum	MF0065	484	1.33859430434636	0.000321264234309508	0.0107623518493685		389	0.974522168931442	0.591408591408591	1		Bifidobacterium shunt	central metabolism	energy metabolism
Agathobaculum	MF0094	131	1.40104861631242	0.000929622754817741	0.026693453388338		77	1.05459585996557	0.350649350649351	0.867739403453689		propionate production II	organic acid metabolism	propionate metabolism
Agathobaculum	MF0060	116	1.43601185577397	0.00107688524328728	0.0270567417375928		50	0.764377001551437	0.908091908091908	1		glycerol degradation I	lipid degradation	glycerol degradation
Megamonas	MF0012	275	1.46997771631024	3.0438968026664e-06	0.000203941085778649		187	0.785961069705606	0.969030969030969	0.999000999000999		trehalose degradation	carbohydrate degradation	disaccharide degradation
Megamonas	MF0049	436	1.43677553225554	2.8031392750984e-06	0.000203941085778649		322	1.04348962627497	0.33966033966034	0.853396603396604		threonine degradation I	amino acid degradation	polar, uncharged amino acid degradation
Megamonas	MF0050	260	1.51046755643395	1.15510845364701e-06	0.000203941085778649		159	1.17472460918125	0.0689310689310689	0.355260124490894		threonine degradation II	amino acid degradation	polar, uncharged amino acid degradation
Megamonas	MF0015	448	1.35586903478274	0.00011676544730752	0.0058674637272029		403	1.08356630937918	0.201798201798202	0.664941615761288		fructose degradation	carbohydrate degradation	monosaccharide degradation
Megamonas	MF0065	485	1.34094475418347	0.000298479933409678	0.0119988933230691		388	0.97355633557204	0.617382617382617	0.999000999000999		Bifidobacterium shunt	central metabolism	energy metabolism
Megamonas	MF0097	54	0.814410327511812	0.861138861138861	0.999000999000999		59	1.59650910840866	0.000471686013033532	0.0158014814366233		homoacetogenesis	gas metabolism	acetogenesis
Megamonas	MF0060	116	1.44112557845406	0.000645701365101155	0.0185408534836189		49	0.738007374731795	0.95004995004995	0.999000999000999		glycerol degradation I	lipid degradation	glycerol degradation
Megamonas	MF0094	133	1.40056252633806	0.00113210881573487	0.0284442339953385		77	1.05632395104419	0.358641358641359	0.853396603396604		propionate production II	organic acid metabolism	propionate metabolism
Enteroscipio	MF0012	275	1.48347355882136	1.65136955838125e-06	0.000174561666113982		188	0.791069438806138	0.97002997002997	0.999000999000999		trehalose degradation	carbohydrate degradation	disaccharide degradation
Enteroscipio	MF0050	260	1.51912685546805	1.73693200113415e-06	0.000174561666113982		159	1.17845307004956	0.0759240759240759	0.377110694183865		threonine degradation II	amino acid degradation	polar, uncharged amino acid degradation
Enteroscipio	MF0049	436	1.44893846850676	2.69995755349079e-06	0.000180897156083883		323	1.04873959865207	0.312687312687313	0.8528060175119		threonine degradation I	amino acid degradation	polar, uncharged amino acid degradation
Enteroscipio	MF0015	448	1.36732391735457	7.50164844571844e-05	0.00376957834397352		404	1.08867438342976	0.163836163836164	0.60983460983461		fructose degradation	carbohydrate degradation	monosaccharide degradation
Enteroscipio	MF0097	54	0.807815286594227	0.881118881118881	0.999000999000999		59	1.58776160493393	0.000280252516753494	0.0112661511734905		homoacetogenesis	gas metabolism	acetogenesis
Enteroscipio	MF0065	483	1.33114092999753	0.000403287909862777	0.013510144980403		389	0.978010545839142	0.591408591408591	0.999000999000999		Bifidobacterium shunt	central metabolism	energy metabolism
Enteroscipio	MF0060	116	1.43662210021946	0.000535796781333576	0.015385021864007		50	0.762456736352573	0.924075924075924	0.999000999000999		glycerol degradation I	lipid degradation	glycerol degradation
Enteroscipio	MF0094	133	1.39335789950896	0.00144504331610459	0.0363067133171279		77	1.05161129186984	0.360639360639361	0.8528060175119		propionate production II	organic acid metabolism	propionate metabolism
Propionibacterium	MF0050	260	1.52161868280377	1.46313233415922e-06	0.000292626466831845		159	1.16419970746929	0.0939060939060939	0.436772529795786		threonine degradation II	amino acid degradation	polar, uncharged amino acid degradation
Propionibacterium	MF0012	275	1.48429914394068	6.94738748805398e-06	0.000463159165870265		187	0.778402263691796	0.98001998001998	0.999000999000999		trehalose degradation	carbohydrate degradation	disaccharide degradation
Propionibacterium	MF0049	436	1.44792577850439	6.74000452423261e-06	0.000463159165870265		323	1.04581012590482	0.327672327672328	0.870558013415156		threonine degradation I	amino acid degradation	polar, uncharged amino acid degradation
Propionibacterium	MF0015	448	1.3667350108034	0.000137170466073809	0.00685852330369047		404	1.08870290433748	0.175824175824176	0.623937466042729		fructose degradation	carbohydrate degradation	monosaccharide degradation
Propionibacterium	MF0065	485	1.34549364218413	0.000298479933409678	0.0119391973363871		388	0.971478701858087	0.615384615384615	0.999000999000999		Bifidobacterium shunt	central metabolism	energy metabolism
Propionibacterium	MF0097	54	0.816297971366097	0.853146853146853	0.999000999000999		59	1.58618074825856	0.000375946658123661	0.0125315552707887		homoacetogenesis	gas metabolism	acetogenesis
Propionibacterium	MF0060	116	1.4495371947988	0.000654860097235212	0.0187102884924346		50	0.764540243714681	0.917082917082917	0.999000999000999		glycerol degradation I	lipid degradation	glycerol degradation
Propionibacterium	MF0094	133	1.40891634720966	0.0010584774006314	0.0264619350157851		77	1.04675745783037	0.361638361638362	0.870558013415156		propionate production II	organic acid metabolism	propionate metabolism
Enterococcus	MF0049	433	1.46294867698382	1.03532174630377e-06	0.000129846786433299		322	1.04660129773299	0.338661338661339	0.858361418800979		threonine degradation I	amino acid degradation	polar, uncharged amino acid degradation
